PROCESS_DT,DLVR_STORE_SIDO,DLVR_STORE_INDUTY_NM,GOODS_AMOUNT
2020-06-10 00:00:00,경기도,아시안/양식,10142200
2020-06-10 00:00:00,경기도,야식,20570200
2020-06-10 00:00:00,경기도,족발/보쌈,67101050
2020-06-10 00:00:00,경기도,중식,16860600
2020-06-10 00:00:00,경기도,찜탕,26155800
2020-06-10 00:00:00,경기도,치킨,102286701
2020-06-10 00:00:00,경기도,카페/디저트,25229050
2020-06-10 00:00:00,경기도,패스트푸드,19188200
2020-06-10 00:00:00,경기도,피자,23811460
2020-06-10 00:00:00,경기도,한식,76370800
2020-06-10 00:00:00,경기도,회,11485299
2020-06-11 00:00:00,경기도,도시락,5483670
2020-06-11 00:00:00,경기도,돈까스/일식,28416300
2020-06-11 00:00:00,경기도,배달전문업체,9161499
2020-06-11 00:00:00,경기도,분식,43211666
2020-06-11 00:00:00,경기도,심부름,116100
2020-06-11 00:00:00,경기도,아시안/양식,8230400
2020-06-11 00:00:00,경기도,야식,17907500
2020-06-11 00:00:00,경기도,족발/보쌈,55441284
2020-06-11 00:00:00,경기도,중식,15473000
2020-06-11 00:00:00,경기도,찜탕,23534300
2020-06-11 00:00:00,경기도,치킨,85634950
2020-06-11 00:00:00,경기도,카페/디저트,28582150
2020-06-11 00:00:00,경기도,패스트푸드,21360800
2020-06-11 00:00:00,경기도,피자,20275320
2020-06-11 00:00:00,경기도,한식,72437100
2020-06-11 00:00:00,경기도,회,10963000
2020-06-12 00:00:00,경기도,도시락,4618580
2020-06-12 00:00:00,경기도,돈까스/일식,31814600
2020-06-12 00:00:00,경기도,배달전문업체,9795400
2020-06-12 00:00:00,경기도,분식,45095500
2020-06-12 00:00:00,경기도,아시안/양식,9204300
2020-06-12 00:00:00,경기도,야식,25048800
2020-06-12 00:00:00,경기도,족발/보쌈,69867100
2020-06-12 00:00:00,경기도,중식,16005600
2020-06-12 00:00:00,경기도,찜탕,27610750
2020-06-12 00:00:00,경기도,치킨,110940600
2020-06-12 00:00:00,경기도,카페/디저트,27075800
2020-06-12 00:00:00,경기도,패스트푸드,19744800
2020-06-12 00:00:00,경기도,피자,23178890
2020-06-12 00:00:00,경기도,한식,70924088
2020-06-12 00:00:00,경기도,회,17508300
2020-06-20 00:00:00,경기도,도시락,4806780
2020-06-20 00:00:00,경기도,돈까스/일식,36939400
2020-06-20 00:00:00,경기도,배달전문업체,9127400
2020-06-20 00:00:00,경기도,분식,51182700
2020-06-20 00:00:00,경기도,아시안/양식,9651101
2020-06-20 00:00:00,경기도,야식,24790200
2020-06-20 00:00:00,경기도,족발/보쌈,89051450
2020-06-20 00:00:00,경기도,중식,23237800
2020-06-20 00:00:00,경기도,찜탕,34402550
2020-06-20 00:00:00,경기도,치킨,120605500
2020-06-20 00:00:00,경기도,카페/디저트,39286550
2020-06-20 00:00:00,경기도,패스트푸드,23299600
2020-06-20 00:00:00,경기도,피자,27656580
2020-06-20 00:00:00,경기도,한식,88106400
2020-06-20 00:00:00,경기도,회,21578100
2020-06-21 00:00:00,경기도,도시락,2609580
2020-06-21 00:00:00,경기도,돈까스/일식,36219500
2020-06-21 00:00:00,경기도,배달전문업체,14407600
2020-06-21 00:00:00,경기도,분식,58070900
2020-06-21 00:00:00,경기도,아시안/양식,12300700
2020-06-21 00:00:00,경기도,야식,19867900
2020-06-21 00:00:00,경기도,족발/보쌈,82963750
2020-06-21 00:00:00,경기도,중식,24782200
2020-06-21 00:00:00,경기도,찜탕,36783700
2020-06-21 00:00:00,경기도,치킨,110571201
2020-06-21 00:00:00,경기도,카페/디저트,44572000
2020-06-21 00:00:00,경기도,패스트푸드,27365982
2020-06-21 00:00:00,경기도,피자,31612790
2020-06-21 00:00:00,경기도,한식,102607200
2020-06-21 00:00:00,경기도,회,15787700
2020-01-01 00:00:00,경상남도,도시락,792200
2020-01-01 00:00:00,경상남도,돈까스/일식,791900
2020-01-01 00:00:00,경상남도,배달전문업체,452700
2020-01-01 00:00:00,경상남도,분식,5178200
2020-01-01 00:00:00,경상남도,아시안/양식,450300
2020-01-01 00:00:00,경상남도,야식,400000
2020-01-01 00:00:00,경상남도,족발/보쌈,1513500
2020-01-01 00:00:00,경상남도,중식,4077000
2020-01-01 00:00:00,경상남도,찜탕,1825000
2020-01-01 00:00:00,경상남도,치킨,9990702
2020-01-01 00:00:00,경상남도,카페/디저트,116400
2020-01-01 00:00:00,경상남도,패스트푸드,867900
2020-01-01 00:00:00,경상남도,피자,3442230
2020-01-01 00:00:00,경상남도,한식,6303000
2020-01-01 00:00:00,경상남도,회,1941900
2020-01-02 00:00:00,경상남도,도시락,951500
2020-01-02 00:00:00,경상남도,돈까스/일식,845300
2020-01-02 00:00:00,경상남도,배달전문업체,230900
2020-01-02 00:00:00,경상남도,분식,3833300
2020-01-02 00:00:00,경상남도,심부름,19000
2020-01-02 00:00:00,경상남도,아시안/양식,741600
2020-01-02 00:00:00,경상남도,야식,348500
2020-01-02 00:00:00,경상남도,족발/보쌈,1668001
2020-01-02 00:00:00,경상남도,중식,3036000
2020-01-02 00:00:00,경상남도,찜탕,1277500
2020-01-02 00:00:00,경상남도,치킨,6063900
2020-01-02 00:00:00,경상남도,카페/디저트,189250
2020-01-02 00:00:00,경상남도,패스트푸드,989500
2020-01-02 00:00:00,경상남도,피자,2739980
2020-01-02 00:00:00,경상남도,한식,5102400
2020-01-02 00:00:00,경상남도,회,1154000
2020-01-03 00:00:00,경상남도,도시락,1220500
2020-01-03 00:00:00,경상남도,돈까스/일식,721200
2020-01-03 00:00:00,경상남도,배달전문업체,353000
2020-01-03 00:00:00,경상남도,분식,4493800
2020-01-03 00:00:00,경상남도,아시안/양식,867300
2020-01-03 00:00:00,경상남도,야식,281500
2020-01-03 00:00:00,경상남도,족발/보쌈,1602500
2020-01-03 00:00:00,경상남도,중식,2435500
2020-01-03 00:00:00,경상남도,찜탕,1167300
2020-01-03 00:00:00,경상남도,치킨,8205501
2020-01-03 00:00:00,경상남도,카페/디저트,82200
2020-01-03 00:00:00,경상남도,패스트푸드,994100
2020-01-03 00:00:00,경상남도,피자,3013610
2020-01-03 00:00:00,경상남도,한식,5384400
2020-01-03 00:00:00,경상남도,회,1285000
2020-01-04 00:00:00,경상남도,도시락,732100
2020-01-04 00:00:00,경상남도,돈까스/일식,1297500
2020-01-04 00:00:00,경상남도,배달전문업체,294000
2020-01-04 00:00:00,경상남도,분식,5111500
2020-01-04 00:00:00,경상남도,아시안/양식,538700
2020-01-04 00:00:00,경상남도,야식,601000
2020-01-04 00:00:00,경상남도,족발/보쌈,2771500
2020-01-04 00:00:00,경상남도,중식,4249000
2020-01-04 00:00:00,경상남도,찜탕,1481100
2020-01-04 00:00:00,경상남도,치킨,8597400
2020-01-04 00:00:00,경상남도,카페/디저트,164800
2020-01-04 00:00:00,경상남도,패스트푸드,948300
2020-01-04 00:00:00,경상남도,피자,3563400
2020-01-04 00:00:00,경상남도,한식,6361600
2020-01-04 00:00:00,경상남도,회,2033500
2020-01-05 00:00:00,경상남도,도시락,910700
2020-01-05 00:00:00,경상남도,돈까스/일식,1195800
2020-01-05 00:00:00,경상남도,배달전문업체,1059100
2020-01-05 00:00:00,경상남도,분식,5581000
2020-01-05 00:00:00,경상남도,아시안/양식,673300
2020-01-05 00:00:00,경상남도,야식,365000
2020-01-05 00:00:00,경상남도,족발/보쌈,2010000
2020-01-05 00:00:00,경상남도,중식,3775000
2020-01-05 00:00:00,경상남도,찜탕,1993000
2020-01-05 00:00:00,경상남도,치킨,9974670
2020-01-05 00:00:00,경상남도,카페/디저트,196500
2020-01-05 00:00:00,경상남도,패스트푸드,998400
2020-01-05 00:00:00,경상남도,피자,4941580
2020-01-05 00:00:00,경상남도,한식,7118500
2020-01-05 00:00:00,경상남도,회,940000
2020-01-06 00:00:00,경상남도,도시락,2107400
2020-01-06 00:00:00,경상남도,돈까스/일식,2019600
2020-01-06 00:00:00,경상남도,배달전문업체,2117000
2020-01-06 00:00:00,경상남도,분식,6519400
2020-01-06 00:00:00,경상남도,심부름,71600
2020-01-06 00:00:00,경상남도,아시안/양식,720400
2020-01-06 00:00:00,경상남도,야식,218000
2020-01-06 00:00:00,경상남도,족발/보쌈,3220000
2020-01-06 00:00:00,경상남도,중식,2235000
2020-01-06 00:00:00,경상남도,찜탕,4237600
2020-01-06 00:00:00,경상남도,치킨,12438400
2020-01-06 00:00:00,경상남도,카페/디저트,452200
2020-01-06 00:00:00,경상남도,패스트푸드,2031600
2020-01-06 00:00:00,경상남도,피자,7076540
2020-01-06 00:00:00,경상남도,한식,11066400
2020-01-06 00:00:00,경상남도,회,761000
2020-01-07 00:00:00,경상남도,도시락,1286200
2020-01-07 00:00:00,경상남도,돈까스/일식,585600
2020-01-07 00:00:00,경상남도,배달전문업체,1401600
2020-01-07 00:00:00,경상남도,분식,5067900
2020-01-07 00:00:00,경상남도,아시안/양식,703900
2020-01-07 00:00:00,경상남도,야식,342000
2020-01-07 00:00:00,경상남도,족발/보쌈,1834000
2020-01-07 00:00:00,경상남도,중식,3396000
2020-01-07 00:00:00,경상남도,찜탕,1465300
2020-01-07 00:00:00,경상남도,치킨,8329700
2020-01-07 00:00:00,경상남도,카페/디저트,117300
2020-01-07 00:00:00,경상남도,패스트푸드,1230300
2020-01-07 00:00:00,경상남도,피자,3013910
2020-01-07 00:00:00,경상남도,한식,5878000
2020-01-07 00:00:00,경상남도,회,675000
2020-01-08 00:00:00,경상남도,도시락,1122850
2020-01-08 00:00:00,경상남도,돈까스/일식,522000
2020-01-08 00:00:00,경상남도,배달전문업체,516700
2020-01-08 00:00:00,경상남도,분식,4480200
2020-01-08 00:00:00,경상남도,아시안/양식,495000
2020-01-08 00:00:00,경상남도,야식,239500
2020-01-08 00:00:00,경상남도,족발/보쌈,1226500
2020-01-08 00:00:00,경상남도,중식,2757500
2020-01-08 00:00:00,경상남도,찜탕,1316000
2020-01-08 00:00:00,경상남도,치킨,7449000
2020-01-08 00:00:00,경상남도,카페/디저트,101800
2020-01-08 00:00:00,경상남도,패스트푸드,942400
2020-01-08 00:00:00,경상남도,피자,2229950
2020-01-08 00:00:00,경상남도,한식,5290700
2020-01-08 00:00:00,경상남도,회,805500
2020-01-09 00:00:00,경상남도,도시락,670801
2020-01-09 00:00:00,경상남도,돈까스/일식,697200
2020-01-09 00:00:00,경상남도,배달전문업체,831400
2020-01-09 00:00:00,경상남도,분식,4125599
2020-01-09 00:00:00,경상남도,아시안/양식,525500
2020-01-09 00:00:00,경상남도,야식,549500
2020-01-09 00:00:00,경상남도,족발/보쌈,1682000
2020-01-09 00:00:00,경상남도,중식,2606000
2020-01-09 00:00:00,경상남도,찜탕,988000
2020-01-09 00:00:00,경상남도,치킨,6925200
2020-01-09 00:00:00,경상남도,카페/디저트,274950
2020-01-09 00:00:00,경상남도,패스트푸드,890600
2020-01-09 00:00:00,경상남도,피자,2370540
2020-01-09 00:00:00,경상남도,한식,4825700
2020-01-09 00:00:00,경상남도,회,760300
2020-01-10 00:00:00,경상남도,도시락,1157300
2020-01-10 00:00:00,경상남도,돈까스/일식,980600
2020-01-10 00:00:00,경상남도,배달전문업체,544300
2020-01-10 00:00:00,경상남도,분식,4732500
2020-01-10 00:00:00,경상남도,심부름,35000
2020-01-10 00:00:00,경상남도,아시안/양식,653300
2020-01-10 00:00:00,경상남도,야식,312500
2020-01-10 00:00:00,경상남도,족발/보쌈,1968000
2020-01-10 00:00:00,경상남도,중식,3299000
2020-01-10 00:00:00,경상남도,찜탕,1232600
2020-01-10 00:00:00,경상남도,치킨,9124700
2020-01-10 00:00:00,경상남도,카페/디저트,216200
2020-01-10 00:00:00,경상남도,패스트푸드,664700
2020-01-10 00:00:00,경상남도,피자,2939550
2020-01-10 00:00:00,경상남도,한식,5965400
2020-01-10 00:00:00,경상남도,회,1208700
2020-01-11 00:00:00,경상남도,도시락,975500
2020-01-11 00:00:00,경상남도,돈까스/일식,907600
2020-01-11 00:00:00,경상남도,배달전문업체,1057300
2020-01-11 00:00:00,경상남도,분식,5409100
2020-01-11 00:00:00,경상남도,아시안/양식,798500
2020-01-11 00:00:00,경상남도,야식,445400
2020-01-11 00:00:00,경상남도,족발/보쌈,1932000
2020-01-11 00:00:00,경상남도,중식,4861500
2020-01-11 00:00:00,경상남도,찜탕,2220300
2020-01-11 00:00:00,경상남도,치킨,8093700
2020-01-11 00:00:00,경상남도,카페/디저트,231279
2020-01-11 00:00:00,경상남도,패스트푸드,1004400
2020-01-11 00:00:00,경상남도,피자,3731020
2020-01-11 00:00:00,경상남도,한식,6194600
2020-01-11 00:00:00,경상남도,회,1926700
2020-01-12 00:00:00,경상남도,도시락,1104000
2020-01-12 00:00:00,경상남도,돈까스/일식,1755900
2020-01-12 00:00:00,경상남도,배달전문업체,1263000
2020-01-12 00:00:00,경상남도,분식,5379400
2020-01-12 00:00:00,경상남도,아시안/양식,536100
2020-01-12 00:00:00,경상남도,야식,496000
2020-01-12 00:00:00,경상남도,족발/보쌈,1391000
2020-01-12 00:00:00,경상남도,중식,5579500
2020-01-12 00:00:00,경상남도,찜탕,3056800
2020-01-12 00:00:00,경상남도,치킨,9555300
2020-01-12 00:00:00,경상남도,카페/디저트,316200
2020-01-12 00:00:00,경상남도,패스트푸드,885300
2020-01-12 00:00:00,경상남도,피자,5178480
2020-01-12 00:00:00,경상남도,한식,8149700
2020-01-12 00:00:00,경상남도,회,1216500
2020-01-13 00:00:00,경상남도,도시락,788300
2020-01-13 00:00:00,경상남도,돈까스/일식,1087250
2020-01-13 00:00:00,경상남도,배달전문업체,481500
2020-01-13 00:00:00,경상남도,분식,3762500
2020-01-13 00:00:00,경상남도,아시안/양식,497000
2020-01-13 00:00:00,경상남도,야식,97000
2020-01-13 00:00:00,경상남도,족발/보쌈,1049500
2020-01-13 00:00:00,경상남도,중식,2270500
2020-01-13 00:00:00,경상남도,찜탕,1072500
2020-01-13 00:00:00,경상남도,치킨,6607900
2020-01-13 00:00:00,경상남도,카페/디저트,409910
2020-01-13 00:00:00,경상남도,패스트푸드,977500
2020-01-13 00:00:00,경상남도,피자,2759250
2020-01-13 00:00:00,경상남도,한식,5316100
2020-01-13 00:00:00,경상남도,회,790000
2020-01-14 00:00:00,경상남도,도시락,1421450
2020-01-14 00:00:00,경상남도,돈까스/일식,616300
2020-01-14 00:00:00,경상남도,배달전문업체,1572100
2020-01-14 00:00:00,경상남도,분식,4544000
2020-01-14 00:00:00,경상남도,아시안/양식,345100
2020-01-14 00:00:00,경상남도,야식,149000
2020-01-14 00:00:00,경상남도,족발/보쌈,1701500
2020-01-14 00:00:00,경상남도,중식,3161500
2020-01-14 00:00:00,경상남도,찜탕,1286300
2020-01-14 00:00:00,경상남도,치킨,5671500
2020-01-14 00:00:00,경상남도,카페/디저트,202000
2020-01-14 00:00:00,경상남도,패스트푸드,1086400
2020-01-14 00:00:00,경상남도,피자,2398750
2020-01-14 00:00:00,경상남도,한식,5477000
2020-01-14 00:00:00,경상남도,회,1002500
2020-01-15 00:00:00,경상남도,도시락,1013900
2020-01-15 00:00:00,경상남도,돈까스/일식,716800
2020-01-15 00:00:00,경상남도,배달전문업체,1098900
2020-01-15 00:00:00,경상남도,분식,4750100
2020-01-15 00:00:00,경상남도,아시안/양식,634800
2020-01-15 00:00:00,경상남도,야식,165500
2020-01-15 00:00:00,경상남도,족발/보쌈,1041000
2020-01-15 00:00:00,경상남도,중식,3108500
2020-01-15 00:00:00,경상남도,찜탕,1336500
2020-01-15 00:00:00,경상남도,치킨,7413500
2020-01-15 00:00:00,경상남도,카페/디저트,269600
2020-01-15 00:00:00,경상남도,패스트푸드,823200
2020-01-15 00:00:00,경상남도,피자,3142680
2020-01-15 00:00:00,경상남도,한식,5288300
2020-01-15 00:00:00,경상남도,회,791200
2020-01-16 00:00:00,경상남도,도시락,1210700
2020-01-16 00:00:00,경상남도,돈까스/일식,1072700
2020-01-16 00:00:00,경상남도,배달전문업체,1208600
2020-01-16 00:00:00,경상남도,분식,3873000
2020-01-16 00:00:00,경상남도,아시안/양식,560600
2020-01-16 00:00:00,경상남도,야식,120000
2020-01-16 00:00:00,경상남도,족발/보쌈,1482500
2020-01-16 00:00:00,경상남도,중식,3018000
2020-01-16 00:00:00,경상남도,찜탕,1365300
2020-01-16 00:00:00,경상남도,치킨,6930000
2020-01-16 00:00:00,경상남도,카페/디저트,298400
2020-01-16 00:00:00,경상남도,패스트푸드,793500
2020-01-16 00:00:00,경상남도,피자,2472480
2020-01-16 00:00:00,경상남도,한식,4282300
2020-01-16 00:00:00,경상남도,회,476000
2020-01-17 00:00:00,경상남도,도시락,1268900
2020-01-17 00:00:00,경상남도,돈까스/일식,927300
2020-01-17 00:00:00,경상남도,배달전문업체,1259100
2020-01-17 00:00:00,경상남도,분식,4880400
2020-01-17 00:00:00,경상남도,아시안/양식,581000
2020-01-17 00:00:00,경상남도,야식,246000
2020-01-17 00:00:00,경상남도,족발/보쌈,1963500
2020-01-17 00:00:00,경상남도,중식,3010300
2020-01-17 00:00:00,경상남도,찜탕,1416300
2020-01-17 00:00:00,경상남도,치킨,8240601
2020-01-17 00:00:00,경상남도,카페/디저트,325100
2020-01-17 00:00:00,경상남도,패스트푸드,1620500
2020-01-17 00:00:00,경상남도,피자,2724880
2020-01-17 00:00:00,경상남도,한식,5619200
2020-01-17 00:00:00,경상남도,회,1099200
2020-01-18 00:00:00,경상남도,도시락,1092600
2020-01-18 00:00:00,경상남도,돈까스/일식,752100
2020-01-18 00:00:00,경상남도,배달전문업체,1506900
2020-01-18 00:00:00,경상남도,분식,4691500
2020-01-18 00:00:00,경상남도,아시안/양식,398000
2020-01-18 00:00:00,경상남도,야식,109000
2020-01-18 00:00:00,경상남도,족발/보쌈,2772000
2020-01-18 00:00:00,경상남도,중식,4972000
2020-01-18 00:00:00,경상남도,찜탕,2670800
2020-01-18 00:00:00,경상남도,치킨,10591300
2020-01-18 00:00:00,경상남도,카페/디저트,275900
2020-01-18 00:00:00,경상남도,패스트푸드,1905400
2020-01-18 00:00:00,경상남도,피자,5348780
2020-01-18 00:00:00,경상남도,한식,6041102
2020-01-18 00:00:00,경상남도,회,1341500
2020-01-19 00:00:00,경상남도,도시락,910300
2020-01-19 00:00:00,경상남도,돈까스/일식,1254800
2020-01-19 00:00:00,경상남도,배달전문업체,1574000
2020-01-19 00:00:00,경상남도,분식,5099500
2020-01-19 00:00:00,경상남도,아시안/양식,787200
2020-01-19 00:00:00,경상남도,야식,210000
2020-01-19 00:00:00,경상남도,족발/보쌈,2475000
2020-01-19 00:00:00,경상남도,중식,5699500
2020-01-19 00:00:00,경상남도,찜탕,2781000
2020-01-19 00:00:00,경상남도,치킨,7916800
2020-01-19 00:00:00,경상남도,카페/디저트,93500
2020-01-19 00:00:00,경상남도,패스트푸드,1946800
2020-01-19 00:00:00,경상남도,피자,5620050
2020-01-19 00:00:00,경상남도,한식,6546600
2020-01-19 00:00:00,경상남도,회,1238000
2020-01-20 00:00:00,경상남도,도시락,1338250
2020-01-20 00:00:00,경상남도,돈까스/일식,713300
2020-01-20 00:00:00,경상남도,배달전문업체,941500
2020-01-20 00:00:00,경상남도,분식,3237300
2020-01-20 00:00:00,경상남도,아시안/양식,555900
2020-01-20 00:00:00,경상남도,야식,113000
2020-01-20 00:00:00,경상남도,족발/보쌈,1490500
2020-01-20 00:00:00,경상남도,중식,1714500
2020-01-20 00:00:00,경상남도,찜탕,1856000
2020-01-20 00:00:00,경상남도,치킨,7566400
2020-01-20 00:00:00,경상남도,카페/디저트,234850
2020-01-20 00:00:00,경상남도,패스트푸드,1393940
2020-01-20 00:00:00,경상남도,피자,3711490
2020-01-20 00:00:00,경상남도,한식,4536700
2020-01-20 00:00:00,경상남도,회,570000
2020-01-21 00:00:00,경상남도,도시락,1187800
2020-01-21 00:00:00,경상남도,돈까스/일식,834900
2020-01-21 00:00:00,경상남도,배달전문업체,821000
2020-01-21 00:00:00,경상남도,분식,5427100
2020-01-21 00:00:00,경상남도,아시안/양식,936700
2020-01-21 00:00:00,경상남도,야식,53000
2020-01-21 00:00:00,경상남도,족발/보쌈,1254000
2020-01-21 00:00:00,경상남도,중식,3239000
2020-01-21 00:00:00,경상남도,찜탕,1244800
2020-01-21 00:00:00,경상남도,치킨,5674200
2020-01-21 00:00:00,경상남도,카페/디저트,196500
2020-01-21 00:00:00,경상남도,패스트푸드,1545800
2020-01-21 00:00:00,경상남도,피자,3885580
2020-01-21 00:00:00,경상남도,한식,5467700
2020-01-21 00:00:00,경상남도,회,645000
2020-01-22 00:00:00,경상남도,도시락,768500
2020-01-22 00:00:00,경상남도,돈까스/일식,927200
2020-01-22 00:00:00,경상남도,배달전문업체,1494900
2020-01-22 00:00:00,경상남도,분식,4843400
2020-01-22 00:00:00,경상남도,아시안/양식,814400
2020-01-22 00:00:00,경상남도,야식,278000
2020-01-22 00:00:00,경상남도,족발/보쌈,2000500
2020-01-22 00:00:00,경상남도,중식,3352500
2020-01-22 00:00:00,경상남도,찜탕,1756100
2020-01-22 00:00:00,경상남도,치킨,8386400
2020-01-22 00:00:00,경상남도,카페/디저트,269700
2020-01-22 00:00:00,경상남도,패스트푸드,1117700
2020-01-22 00:00:00,경상남도,피자,3909160
2020-01-22 00:00:00,경상남도,한식,5892700
2020-01-22 00:00:00,경상남도,회,355500
2020-01-23 00:00:00,경상남도,도시락,923000
2020-01-23 00:00:00,경상남도,돈까스/일식,1248600
2020-01-23 00:00:00,경상남도,배달전문업체,1059500
2020-01-23 00:00:00,경상남도,분식,5320800
2020-01-23 00:00:00,경상남도,아시안/양식,865300
2020-01-23 00:00:00,경상남도,야식,376000
2020-01-23 00:00:00,경상남도,족발/보쌈,2201500
2020-01-23 00:00:00,경상남도,중식,4182000
2020-01-23 00:00:00,경상남도,찜탕,1865000
2020-01-23 00:00:00,경상남도,치킨,9256600
2020-01-23 00:00:00,경상남도,카페/디저트,305000
2020-01-23 00:00:00,경상남도,패스트푸드,2429800
2020-01-23 00:00:00,경상남도,피자,5229800
2020-01-23 00:00:00,경상남도,한식,5956400
2020-01-23 00:00:00,경상남도,회,1768500
2020-01-24 00:00:00,경상남도,도시락,888000
2020-01-24 00:00:00,경상남도,돈까스/일식,1750300
2020-01-24 00:00:00,경상남도,배달전문업체,2244700
2020-01-24 00:00:00,경상남도,분식,2299200
2020-01-24 00:00:00,경상남도,아시안/양식,1006600
2020-01-24 00:00:00,경상남도,야식,180000
2020-01-24 00:00:00,경상남도,족발/보쌈,1705000
2020-01-24 00:00:00,경상남도,중식,3719000
2020-01-24 00:00:00,경상남도,찜탕,2158500
2020-01-24 00:00:00,경상남도,치킨,7921600
2020-01-24 00:00:00,경상남도,카페/디저트,256950
2020-01-24 00:00:00,경상남도,패스트푸드,906200
2020-01-24 00:00:00,경상남도,피자,3756250
2020-01-24 00:00:00,경상남도,한식,6460600
2020-01-24 00:00:00,경상남도,회,1759500
2020-01-25 00:00:00,경상남도,도시락,1051500
2020-01-25 00:00:00,경상남도,돈까스/일식,239600
2020-01-25 00:00:00,경상남도,배달전문업체,1249000
2020-01-25 00:00:00,경상남도,분식,263000
2020-01-25 00:00:00,경상남도,아시안/양식,345900
2020-01-25 00:00:00,경상남도,야식,531000
2020-01-25 00:00:00,경상남도,족발/보쌈,1251000
2020-01-25 00:00:00,경상남도,중식,331500
2020-01-25 00:00:00,경상남도,찜탕,1061600
2020-01-25 00:00:00,경상남도,치킨,8574900
2020-01-25 00:00:00,경상남도,카페/디저트,443550
2020-01-25 00:00:00,경상남도,패스트푸드,661300
2020-01-25 00:00:00,경상남도,피자,3195200
2020-01-25 00:00:00,경상남도,한식,2577500
2020-01-25 00:00:00,경상남도,회,2247000
2020-01-26 00:00:00,경상남도,도시락,675600
2020-01-26 00:00:00,경상남도,돈까스/일식,1242100
2020-01-26 00:00:00,경상남도,배달전문업체,682500
2020-01-26 00:00:00,경상남도,분식,4617500
2020-01-26 00:00:00,경상남도,아시안/양식,1063800
2020-01-26 00:00:00,경상남도,야식,265000
2020-01-26 00:00:00,경상남도,족발/보쌈,3113000
2020-01-26 00:00:00,경상남도,중식,118000
2020-01-26 00:00:00,경상남도,찜탕,3287500
2020-01-26 00:00:00,경상남도,치킨,10114401
2020-01-26 00:00:00,경상남도,카페/디저트,122500
2020-01-26 00:00:00,경상남도,패스트푸드,1758600
2020-01-26 00:00:00,경상남도,피자,5865630
2020-01-26 00:00:00,경상남도,한식,5551300
2020-01-26 00:00:00,경상남도,회,1979500
2020-01-27 00:00:00,경상남도,도시락,819100
2020-01-27 00:00:00,경상남도,돈까스/일식,1405700
2020-01-27 00:00:00,경상남도,배달전문업체,954300
2020-01-27 00:00:00,경상남도,분식,5945800
2020-01-27 00:00:00,경상남도,심부름,41000
2020-01-27 00:00:00,경상남도,아시안/양식,966700
2020-01-27 00:00:00,경상남도,야식,340500
2020-01-27 00:00:00,경상남도,족발/보쌈,1535000
2020-01-27 00:00:00,경상남도,중식,2211501
2020-01-27 00:00:00,경상남도,찜탕,3391800
2020-01-27 00:00:00,경상남도,치킨,11660100
2020-01-27 00:00:00,경상남도,카페/디저트,385700
2020-01-27 00:00:00,경상남도,패스트푸드,2905150
2020-01-27 00:00:00,경상남도,피자,5861570
2020-01-27 00:00:00,경상남도,한식,7332200
2020-01-27 00:00:00,경상남도,회,749000
2020-01-28 00:00:00,경상남도,도시락,944200
2020-01-28 00:00:00,경상남도,돈까스/일식,978300
2020-01-28 00:00:00,경상남도,배달전문업체,955300
2020-01-28 00:00:00,경상남도,분식,5544000
2020-01-28 00:00:00,경상남도,아시안/양식,892800
2020-01-28 00:00:00,경상남도,야식,149000
2020-01-28 00:00:00,경상남도,족발/보쌈,1381000
2020-01-28 00:00:00,경상남도,중식,2510500
2020-01-28 00:00:00,경상남도,찜탕,1337100
2020-01-28 00:00:00,경상남도,치킨,6459400
2020-01-28 00:00:00,경상남도,카페/디저트,236200
2020-01-28 00:00:00,경상남도,패스트푸드,1427500
2020-01-28 00:00:00,경상남도,피자,2840720
2020-01-28 00:00:00,경상남도,한식,4643600
2020-01-28 00:00:00,경상남도,회,535000
2020-01-29 00:00:00,경상남도,도시락,664700
2020-01-29 00:00:00,경상남도,돈까스/일식,675000
2020-01-29 00:00:00,경상남도,배달전문업체,809900
2020-01-29 00:00:00,경상남도,분식,4804900
2020-01-29 00:00:00,경상남도,아시안/양식,815900
2020-01-29 00:00:00,경상남도,야식,23000
2020-01-29 00:00:00,경상남도,족발/보쌈,1512000
2020-01-29 00:00:00,경상남도,중식,3294000
2020-01-29 00:00:00,경상남도,찜탕,1202800
2020-01-29 00:00:00,경상남도,치킨,7627700
2020-01-29 00:00:00,경상남도,카페/디저트,132600
2020-01-29 00:00:00,경상남도,패스트푸드,1400900
2020-01-29 00:00:00,경상남도,피자,3369220
2020-01-29 00:00:00,경상남도,한식,5249200
2020-01-29 00:00:00,경상남도,회,366000
2020-01-30 00:00:00,경상남도,도시락,851700
2020-01-30 00:00:00,경상남도,돈까스/일식,569800
2020-01-30 00:00:00,경상남도,배달전문업체,1077400
2020-01-30 00:00:00,경상남도,분식,4093700
2020-01-30 00:00:00,경상남도,아시안/양식,569800
2020-01-30 00:00:00,경상남도,야식,100000
2020-01-30 00:00:00,경상남도,족발/보쌈,1032000
2020-01-30 00:00:00,경상남도,중식,3030500
2020-01-30 00:00:00,경상남도,찜탕,1681500
2020-01-30 00:00:00,경상남도,치킨,6737600
2020-01-30 00:00:00,경상남도,카페/디저트,301700
2020-01-30 00:00:00,경상남도,패스트푸드,1736100
2020-01-30 00:00:00,경상남도,피자,3124190
2020-01-30 00:00:00,경상남도,한식,6268400
2020-01-30 00:00:00,경상남도,회,651000
2020-01-31 00:00:00,경상남도,도시락,1105000
